client_id,client_name,delegate_name,delegate_id,client_tax_id,notes
1a293732-fe90-471f-bdb4-fd052485bcb8,Carmen Riera casas,,8d0fde62-26b2-43d1-a8a4-7247839250d9,00000000T,Registro placeholder o identidad débil; no crear automáticamente
0c303bc6-c706-4aa1-9422-b0f07f56e664,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
3d7514bf-3f84-40d0-84f9-34bc16898017,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
737ba79e-0936-4e1c-b4ea-7f45b22b9e99,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
0237e472-1d5d-4f8e-8a12-3046c434668f,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
84ac957a-13cb-4220-b493-9c4ecdb2ff7a,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
2a54f884-1c2c-4f8c-9e69-a6e113555210,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
54f30e6b-cdbd-4183-b696-63c151ec8743,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
db400bb0-39a2-4670-8c3f-daef58a1fe50,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
d9024cb9-ccc2-4922-ad3b-8848efe3adb6,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
a339ccc0-f5a4-4555-a32e-93f492d64bfc,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
70ce2de8-c7b0-4573-98e4-2e8bc4dbe51a,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
bfa6ec10-03fb-452e-ba4d-61a31574ad5e,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
f5988556-2970-4e94-9956-550833e31325,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
df3b4f59-3d82-454b-b416-e90326209f7f,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
d34fa99c-f8f6-42ee-a938-c77e0139ec12,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
7d6b9816-5833-48b3-a0de-cf532ab95803,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
d832667d-39ce-4018-9282-33a66a5f99cc,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
9833c6e3-4a7c-4f21-8ae4-636a05f37887,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
59487a86-dec8-4e32-aa99-1b5d10727c7e,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
8d6d38bc-a8fa-4705-8b4e-04cbd748767c,Cliente,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
dc71de49-ba3d-48f7-98c9-417f51172e30,CÓDIGO CONCEPTO PRECIO UNIDADES SUBTOTAL IVA TOTAL,,,00000000T,Registro placeholder o identidad débil; no crear automáticamente
